raw_text,aspectTerms
"During the course of the past 3 months , the chef and staff changed and it was not for the better .","[{'term':'staff', 'polarity':'negative'}]"
"I like the ambience , it 's very dark and original .","[{'term':'ambience', 'polarity':'positive'}]"
"Overall , not worth the money .","[{'term':'money', 'polarity':'negative'}]"
This place is not worth the prices .,"[{'term':'prices', 'polarity':'negative'}]"
We left after one drink .,"[{'term':'drink', 'polarity':'none'}]"
Pick a bagel has the best bagels in the city .,"[{'term':'bagels', 'polarity':'positive'}]"
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken .,"[{'term':'waiting area', 'polarity':'negative'}]"
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken .,"[{'term':'seat', 'polarity':'negative'}]"
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken .,"[{'term':'bar', 'polarity':'none'}]"
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken .,"[{'term':'wait', 'polarity':'negative'}]"
"The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .","[{'term':'food', 'polarity':'negative'}]"
"The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .","[{'term':'flavor', 'polarity':'negative'}]"
"The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .","[{'term':'dish', 'polarity':'negative'}]"
"The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .","[{'term':'spice', 'polarity':'negative'}]"
The fried dumplings are GREAT !,"[{'term':'fried dumplings', 'polarity':'positive'}]"
This place has the best Chinese style BBQ ribs in the city .,"[{'term':'BBQ ribs', 'polarity':'positive'}]"
Ive been here so many times the waiters know my name .,"[{'term':'waiters', 'polarity':'none'}]"
"We figured we never had Argentinian Pizza before so we grabbed our lunch there , sharing a large Pelligrino , a pizza of two of their specials , one was goat cheese the other blue cheese , and both were excellent .","[{'term':'Argentinian Pizza', 'polarity':'none'}]"
"We figured we never had Argentinian Pizza before so we grabbed our lunch there , sharing a large Pelligrino , a pizza of two of their specials , one was goat cheese the other blue cheese , and both were excellent .","[{'term':'lunch', 'polarity':'none'}]"
"We figured we never had Argentinian Pizza before so we grabbed our lunch there , sharing a large Pelligrino , a pizza of two of their specials , one was goat cheese the other blue cheese , and both were excellent .","[{'term':'Pelligrino', 'polarity':'positive'}]"
"We figured we never had Argentinian Pizza before so we grabbed our lunch there , sharing a large Pelligrino , a pizza of two of their specials , one was goat cheese the other blue cheese , and both were excellent .","[{'term':'pizza', 'polarity':'positive'}]"
"We figured we never had Argentinian Pizza before so we grabbed our lunch there , sharing a large Pelligrino , a pizza of two of their specials , one was goat cheese the other blue cheese , and both were excellent .","[{'term':'goat cheese', 'polarity':'positive'}]"
"We figured we never had Argentinian Pizza before so we grabbed our lunch there , sharing a large Pelligrino , a pizza of two of their specials , one was goat cheese the other blue cheese , and both were excellent .","[{'term':'blue cheese', 'polarity':'positive'}]"
The ' kamasutra ' and ` bombay cosmopolitan ' are excellent and will have you tipsy in no time .,"[{'term':'kamasutra', 'polarity':'positive'}]"
The ` kamasutra ' and ' bombay cosmopolitan ' are excellent and will have you tipsy in no time .,"[{'term':'bombay cosmopolitan', 'polarity':'positive'}]"
This is the perfect date spot for Williamsburg couples .,"[{'term':'date spot', 'polarity':'positive'}]"
The dim sum here is only so-so .,"[{'term':'dim sum', 'polarity':'none'}]"
"$ 6 and there is much tasty food , all of it fresh and continually refilled .","[{'term':'food', 'polarity':'positive'}]"
"Just straight up cheap , good food .","[{'term':'food', 'polarity':'positive'}]"
Seating is ok even though sometimes there 's alot of people .,"[{'term':'Seating', 'polarity':'none'}]"
"Even with a relatively inexpensive botle of wine , if you can call $ 70.00 inexpensive , the cost is through the roof for better than average fare .","[{'term':'cost', 'polarity':'negative'}]"
"Service was slow , but the people were friendly .","[{'term':'Service', 'polarity':'negative'}]"
"Service was slow , but the people were friendly .","[{'term':'people', 'polarity':'positive'}]"
The steak was very fatty and the sauce was overpowering and not very tasty .,"[{'term':'steak', 'polarity':'negative'}]"
The steak was very fatty and the sauce was overpowering and not very tasty .,"[{'term':'sauce', 'polarity':'negative'}]"
"The staff makes you feel at home , the food is great and the atmosphere is WONDERFUL !","[{'term':'staff', 'polarity':'positive'}]"
"The staff makes you feel at home , the food is great and the atmosphere is WONDERFUL !","[{'term':'food', 'polarity':'positive'}]"
"The staff makes you feel at home , the food is great and the atmosphere is WONDERFUL !","[{'term':'atmosphere', 'polarity':'positive'}]"
The food is alright - some stuff is good - some is not -LRB- like the steak dish which tends to be dry -RRB- .,"[{'term':'steak dish', 'polarity':'negative'}]"
They have a very diverse menu so its something for everybody .,"[{'term':'menu', 'polarity':'positive'}]"
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check .,"[{'term':'staff', 'polarity':'negative'}]"
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check .,"[{'term':'sushi', 'polarity':'none'}]"
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check .,"[{'term':'check', 'polarity':'none'}]"
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check .,"[{'term':'dinner', 'polarity':'none'}]"
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check .,"[{'term':'bar', 'polarity':'none'}]"
"As a long-time patron of Mamoun 's , I always figured that I had found the best late night food spot in the city .","[{'term':'food spot', 'polarity':'positive'}]"
The bagel was huge .,"[{'term':'bagel', 'polarity':'none'}]"
Get the tuna of gari .,"[{'term':'tuna', 'polarity':'positive'}]"
"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .","[{'term':'somosas', 'polarity':'positive'}]"
"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .","[{'term':'chai', 'polarity':'positive'}]"
"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .","[{'term':'chole', 'polarity':'positive'}]"
"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .","[{'term':'dhosas', 'polarity':'negative'}]"
"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .","[{'term':'dhal', 'polarity':'negative'}]"
Edible but really a ripoff at those prices given whats in the area .,"[{'term':'prices', 'polarity':'negative'}]"
"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .","[{'term':'bathroom', 'polarity':'negative'}]"
The service was the only thing good about this restaurant .,"[{'term':'service', 'polarity':'positive'}]"
Service - friendly and attentive .,"[{'term':'Service', 'polarity':'positive'}]"
"Great food , great decor , great service .","[{'term':'food', 'polarity':'positive'}]"
"Great food , great decor , great service .","[{'term':'decor', 'polarity':'positive'}]"
"Great food , great decor , great service .","[{'term':'service', 'polarity':'positive'}]"
"And , atlhough tables opened up next to us and we ASKED for a slightly larger space , they left us awkardly seated .","[{'term':'tables', 'polarity':'none'}]"
"And , atlhough tables opened up next to us and we ASKED for a slightly larger space , they left us awkardly seated .","[{'term':'space', 'polarity':'none'}]"
"The palak paneer was standard , and I was not a fan of the malai kofta .","[{'term':'palak paneer', 'polarity':'none'}]"
"The palak paneer was standard , and I was not a fan of the malai kofta .","[{'term':'malai kofta', 'polarity':'none'}]"
I 've dined at Alain Ducasse 's restaurant in Monte Carlo for half the price for the same excellent dining experience .,"[{'term':'dining', 'polarity':'positive'}]"
I 've dined at Alain Ducasse 's restaurant in Monte Carlo for half the price for the same excellent dining experience .,"[{'term':'price', 'polarity':'positive'}]"
"Yeah , sometimes the service can be slow .","[{'term':'service', 'polarity':'negative'}]"
There was no ambiance .,"[{'term':'ambiance', 'polarity':'negative'}]"
"Save your money and do n't waste your calories , go to Margharita 's on Washington Street instead , they have amazing food and the BEST service .","[{'term':'food', 'polarity':'positive'}]"
"Save your money and do n't waste your calories , go to Margharita 's on Washington Street instead , they have amazing food and the BEST service .","[{'term':'service', 'polarity':'positive'}]"
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura .,"[{'term':'service', 'polarity':'positive'}]"
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura .,"[{'term':'dish', 'polarity':'positive'}]"
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura .,"[{'term':'spring rolls', 'polarity':'positive'}]"
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura .,"[{'term':'cod with pineapple tempura', 'polarity':'positive'}]"
"The only weird thing was if we got a bottle , the waitress would have simply multiplied the glass price X4 , which makes no sense whatsoever .","[{'term':'bottle', 'polarity':'none'}]"
"The only weird thing was if we got a bottle , the waitress would have simply multiplied the glass price X4 , which makes no sense whatsoever .","[{'term':'waitress', 'polarity':'negative'}]"
"The only weird thing was if we got a bottle , the waitress would have simply multiplied the glass price X4 , which makes no sense whatsoever .","[{'term':'price', 'polarity':'negative'}]"
"They sell special sushi , everything have a topping , sauce and etc. .","[{'term':'sushi', 'polarity':'positive'}]"
"They sell special sushi , everything have a topping , sauce and etc. .","[{'term':'sauce', 'polarity':'positive'}]"
"They sell special sushi , everything have a topping , sauce and etc. .","[{'term':'topping', 'polarity':'positive'}]"
DO not try unless you 're just going there to hang out like the rest of the hipsters who apparently have no sense of taste .,"[{'term':'taste', 'polarity':'negative'}]"
"The place is small and intimate and you may feel a little crowded , but the service is excellent and it 's great for friends out , a romantic date , or a special occassion .","[{'term':'service', 'polarity':'positive'}]"
"The place is small and intimate and you may feel a little crowded , but the service is excellent and it 's great for friends out , a romantic date , or a special occassion .","[{'term':'place', 'polarity':'negative'}]"
The service was excellent and the food was delicious .,"[{'term':'service', 'polarity':'positive'}]"
The service was excellent and the food was delicious .,"[{'term':'food', 'polarity':'positive'}]"
Service was also very good .,"[{'term':'Service', 'polarity':'positive'}]"
"I took my girlfriend there for her birthday last night and we had a relaxing , really good meal .","[{'term':'meal', 'polarity':'positive'}]"
"I would not have been so disappointed with the portions if the qualities were good enough to make up for it , but they were not !","[{'term':'portions', 'polarity':'negative'}]"
"I would not have been so disappointed with the portions if the qualities were good enough to make up for it , but they were not !","[{'term':'qualities', 'polarity':'negative'}]"
I 'm happy to have Nosh in the neighborhood and the food is very comforting .,"[{'term':'food', 'polarity':'positive'}]"
"Good atmosphere , combination of all the hottest music dress code is relatively strict except on Fridays .","[{'term':'atmosphere', 'polarity':'positive'}]"
"Good atmosphere , combination of all the hottest music dress code is relatively strict except on Fridays .","[{'term':'music', 'polarity':'positive'}]"
"Good atmosphere , combination of all the hottest music dress cod e is relatively strict except on Fridays .","[{'term':'dress cod', 'polarity':'negative'}]"
love the food .,"[{'term':'food', 'polarity':'positive'}]"
I would highly recommend Nina 's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures .,"[{'term':'candles', 'polarity':'positive'}]"
I would highly recommend Nina 's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures .,"[{'term':'dinner', 'polarity':'positive'}]"
I would highly recommend Nina 's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures .,"[{'term':'surrounding', 'polarity':'positive'}]"
I would highly recommend Nina 's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures .,"[{'term':'pictures', 'polarity':'positive'}]"
All the desserts the group tried got favorable reviews .,"[{'term':'desserts', 'polarity':'positive'}]"
There 's something smooth about sipping sake upper east side style .,"[{'term':'sake', 'polarity':'positive'}]"
It 's a nice place to relax and have conversation .,"[{'term':'place', 'polarity':'positive'}]"
Best Reuben sandwich ever !,"[{'term':'Reuben sandwich', 'polarity':'positive'}]"
Lucky Strike is a great casual place to just grab a bite to eat .,"[{'term':'place', 'polarity':'positive'}]"
Wonderful strawberry daiquiries as well !,"[{'term':'strawberry daiquiries', 'polarity':'positive'}]"
"Going to Volare is like going to your favorite aunt 's house for dinner , assuming that your aunt is a great Italian cook .","[{'term':'dinner', 'polarity':'none'}]"
"The sushi has been from average to below average , the wait service has always been sub-par the atmosphere goes from nice to really irritating -LRB- if you sit in the area beyond the kitchen , the acousitcs are horrid , everything echoes is extremely loud -RRB- .","[{'term':'sushi', 'polarity':'negative'}]"
"The sushi has been from average to below average , the wait service has always been sub-par the atmosphere goes from nice to really irritating -LRB- if you sit in the area beyond the kitchen , the acousitcs are horrid , everything echoes is extremely loud -RRB- .","[{'term':'wait service', 'polarity':'negative'}]"
"The sushi has been from average to below average , the wait service has always been sub-par the atmosphere goes from nice to really irritating -LRB- if you sit in the area beyond the kitchen , the acousitcs are horrid , everything echoes is extremely loud -RRB- .","[{'term':'area', 'polarity':'negative'}]"
Frites were delicious if a bit on the thick side .,"[{'term':'Frites', 'polarity':'positive'}]"
Here you get the zen feel without feeling rigid .,"[{'term':'zen feel', 'polarity':'positive'}]"
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time .,"[{'term':'drink', 'polarity':'none'}]"
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time .,"[{'term':'bar', 'polarity':'none'}]"
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time .,"[{'term':'wait time', 'polarity':'negative'}]"
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork .,"[{'term':'egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork', 'polarity':'positive'}]"
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people .,"[{'term':'table', 'polarity':'none'}]"
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people .,"[{'term':'rice congee soup', 'polarity':'none'}]"
"Overall , the best bagel in town .","[{'term':'bagel', 'polarity':'positive'}]"
"Light , refreshing summer rolls -LRB- not fried -RRB- remind me of Vietnamese places in Paris .","[{'term':'summer rolls', 'polarity':'positive'}]"
The sushi seemed pretty fresh and was adequately proportioned .,"[{'term':'sushi', 'polarity':'positive'}]"
but the service was a bit slow .,"[{'term':'service', 'polarity':'negative'}]"
Spreads and toppings are great - though a bit pricey .,"[{'term':'Spreads', 'polarity':'positive'}]"
Spreads and toppings are great - though a bit pricey .,"[{'term':'toppings', 'polarity':'positive'}]"
"When I saw that their website had a link to da Ciro in Napoli , I knew there was going to be good pizza !","[{'term':'pizza', 'polarity':'positive'}]"
No one asked what was wrong as we left with nothing touched on our plates .,"[{'term':'plates', 'polarity':'none'}]"
Indoor was very cozy and cute .,"[{'term':'Indoor', 'polarity':'positive'}]"
We had a 3 hour brunch - they definitely do not rush you - and they kept the unlimited mimosas flowing the whole time .,"[{'term':'brunch', 'polarity':'positive'}]"
We had a 3 hour brunch - they definitely do not rush you - and they kept the unlimited mimosas flowing the whole time .,"[{'term':'mimosas', 'polarity':'positive'}]"
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service !,"[{'term':'prices', 'polarity':'negative'}]"
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service !,"[{'term':'prices', 'polarity':'negative'}]"
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service !,"[{'term':'food', 'polarity':'negative'}]"
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service !,"[{'term':'service', 'polarity':'negative'}]"
"The service was excellent , the food was excellent , but the entire experience was very cool .","[{'term':'service', 'polarity':'positive'}]"
"The service was excellent , the food was excellent , but the entire experience was very cool .","[{'term':'food', 'polarity':'positive'}]"
The service is good and the resturant is clean .,"[{'term':'service', 'polarity':'positive'}]"
"Great spot , whether looking for a couple of drinks or quiet dinner .","[{'term':'drinks', 'polarity':'positive'}]"
"Great spot , whether looking for a couple of drinks or quiet dinner .","[{'term':'dinner', 'polarity':'positive'}]"
"Great spot , whether looking for a couple of drinks or quiet dinner .","[{'term':'spot', 'polarity':'positive'}]"
Just stick with the small dishes !,"[{'term':'dishes', 'polarity':'negative'}]"
"The cafe itself was really nice with comfortable outdoor chairs and tables , but the service could have been better .","[{'term':'cafe', 'polarity':'positive'}]"
"The cafe itself was really nice with comfortable outdoor chairs and tables , but the service could have been better .","[{'term':'outdoor chairs', 'polarity':'positive'}]"
"The cafe itself was really nice with comfortable outdoor chairs and tables , but the service could have been better .","[{'term':'tables', 'polarity':'positive'}]"
"The cafe itself was really nice with comfortable outdoor chairs and tables , but the service could have been better .","[{'term':'service', 'polarity':'negative'}]"
I 've rarely had a problem with slow staff in the 10 years I 've been going .,"[{'term':'staff', 'polarity':'positive'}]"
Food is excellent .,"[{'term':'Food', 'polarity':'positive'}]"
Although we were looking for regular lettuce and some walnuts the salads we got were great .,"[{'term':'salads', 'polarity':'positive'}]"
Although we were looking for regular lettuce and some walnuts the salads we got were great .,"[{'term':'lettuce', 'polarity':'none'}]"
Although we were looking for regular lettuce and some walnuts the salads we got were great .,"[{'term':'walnuts', 'polarity':'none'}]"
Excellent lunch buffet for only $ 6.95 .,"[{'term':'lunch buffet', 'polarity':'positive'}]"
"If you 're not familiar with the cuisine , you may encounter problems ordering here and be sure to bring plenty of cash with you as they do n't accept credit cards .","[{'term':'cuisine', 'polarity':'negative'}]"
"both are very reasonably priced -LRB- around $ 8 for dinner and $ 5 for lunch -RRB- , and are delicious and filling .","[{'term':'priced', 'polarity':'positive'}]"
"both are very reasonably priced -LRB- around $ 8 for dinner and $ 5 for lunch -RRB- , and are delicious and filling .","[{'term':'dinner', 'polarity':'positive'}]"
"both are very reasonably priced -LRB- around $ 8 for dinner and $ 5 for lunch -RRB- , and are delicious and filling .","[{'term':'lunch', 'polarity':'positive'}]"
"Ambience is so cute and quaint , good for business although we were there on vacation .","[{'term':'Ambience', 'polarity':'positive'}]"
"The portion sizes here are huge , and the sushi is good .","[{'term':'portion sizes', 'polarity':'positive'}]"
"The portion sizes here are huge , and the sushi is good .","[{'term':'sushi', 'polarity':'positive'}]"
My boyfriend ate tuna and it was cooked perfectly !,"[{'term':'tuna', 'polarity':'positive'}]"
"This was n't the expected menu comprised only of pad thai and tom yum soup , but I thought that was what made the place so special .","[{'term':'menu', 'polarity':'none'}]"
"This was n't the expected menu comprised only of pad thai and tom yum soup , but I thought that was what made the place so special .","[{'term':'pad thai', 'polarity':'none'}]"
"This was n't the expected menu comprised only of pad thai and tom yum soup , but I thought that was what made the place so special .","[{'term':'tom yum soup', 'polarity':'none'}]"
"Good food at the restaurant -LRB- a bit expensive , but great if you want to impress your date -RRB- .","[{'term':'food', 'polarity':'positive'}]"
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .,"[{'term':'caviar', 'polarity':'positive'}]"
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .,"[{'term':'service', 'polarity':'positive'}]"
I have eaten there 3-4 times and the food was always good .,"[{'term':'food', 'polarity':'positive'}]"
"I was n't thrilled to have to wait on line for thirty minutes , but I guess that 's the price you pay for a popular place .","[{'term':'wait', 'polarity':'negative'}]"
"great eats , good times .","[{'term':'eats', 'polarity':'positive'}]"
"Grilled whole fish wonderful , great spicing .","[{'term':'fish', 'polarity':'positive'}]"
"For years , I thought Tuscan cuisine was the best , but Salvatore converted me to the hearty Neapolitan fare on my first visit .","[{'term':'Neapolitan fare', 'polarity':'positive'}]"
"Plus , when our entrees were held up in the kitchen on a busy Saturday night , the owner sent over complimentary summer rolls to hold us over !","[{'term':'entrees', 'polarity':'negative'}]"
"Plus , when our entrees were held up in the kitchen on a busy Saturday night , the owner sent over complimentary summer rolls to hold us over !","[{'term':'summer rolls', 'polarity':'positive'}]"
"Plus , when our entrees were held up in the kitchen on a busy Saturday night , the owner sent over complimentary summer rolls to hold us over !","[{'term':'owner', 'polarity':'positive'}]"
The service was great as well .,"[{'term':'service', 'polarity':'positive'}]"
Try the lobster teriyaki and the rose special roll .,"[{'term':'lobster teriyaki', 'polarity':'positive'}]"
Try the lobster teriyaki and the rose special roll .,"[{'term':'rose special roll', 'polarity':'positive'}]"
Another plus is most of the entrees are approx .,"[{'term':'entrees', 'polarity':'positive'}]"
"The food was delicious , the atmosphere was relaxed , and we have now adopted Plate 347 as our Secret on Second !","[{'term':'food', 'polarity':'positive'}]"
"The food was delicious , the atmosphere was relaxed , and we have now adopted Plate 347 as our Secret on Second !","[{'term':'atmosphere', 'polarity':'positive'}]"
From the moment we walked in they were more than accomodating even though the place was packed .,"[{'term':'place', 'polarity':'negative'}]"
"I found the food , service and value exceptional everytime I have been there .","[{'term':'food', 'polarity':'positive'}]"
"I found the food , service and value exceptional everytime I have been there .","[{'term':'service', 'polarity':'positive'}]"
"I found the food , service and value exceptional everytime I have been there .","[{'term':'value', 'polarity':'positive'}]"
We ate at this Thai place following the reviews but very unhappy with the foods .,"[{'term':'foods', 'polarity':'negative'}]"
"The food is definitely good , but I left a bit disappointed .","[{'term':'food', 'polarity':'positive'}]"
"I am a 100 lb girl , had a glass of wine and a glass of beer prior to the dinner , and I was still HUNGRY after my visit to this place !","[{'term':'glass of wine', 'polarity':'none'}]"
"I am a 100 lb girl , had a glass of wine and a glass of beer prior to the dinner , and I was still HUNGRY after my visit to this place !","[{'term':'glass of beer', 'polarity':'none'}]"
"I am a 100 lb girl , had a glass of wine and a glass of beer prior to the dinner , and I was still HUNGRY after my visit to this place !","[{'term':'dinner', 'polarity':'none'}]"
"The drinks are a saving grace , but service staff , please , get over yourselves .","[{'term':'drinks', 'polarity':'positive'}]"
"The drinks are a saving grace , but service staff , please , get over yourselves .","[{'term':'service staff', 'polarity':'negative'}]"
There is a downside if you 're ordering in -- the delivery guys have MAJOR attitude .,"[{'term':'delivery guys', 'polarity':'negative'}]"
The all-Italian staff is warm and engaging from the start .,"[{'term':'staff', 'polarity':'positive'}]"
The prices are exceptionally reasonable for food of this caliber .,"[{'term':'prices', 'polarity':'positive'}]"
The prices are exceptionally reasonable for food of this caliber .,"[{'term':'food', 'polarity':'positive'}]"
If you go here - your focus should be the Tamarind Margaritas .,"[{'term':'Tamarind Margaritas', 'polarity':'positive'}]"
The filet mignon dish was superb !,"[{'term':'filet mignon dish', 'polarity':'positive'}]"
I had been a regular due to the consistently good food and ease of getting a table .,"[{'term':'food', 'polarity':'positive'}]"
I had been a regular due to the consistently good food and ease of getting a table .,"[{'term':'getting a table', 'polarity':'positive'}]"
This place is the most Japanese it can ever get .,"[{'term':'place', 'polarity':'positive'}]"
"The food is good , I ca n't lie .","[{'term':'food', 'polarity':'positive'}]"
"great food , lt 's of it , more then one person can eat !","[{'term':'food', 'polarity':'positive'}]"
"I did n't expect to like Nosh as much as I did , but the pastrami on challah sandwich I had was otherworldly , the soups are like Mom 's , and the knishes give Yonah Schimmel 's a run for its money .","[{'term':'pastrami on challah sandwich', 'polarity':'positive'}]"
"I did n't expect to like Nosh as much as I did , but the pastrami on challah sandwich I had was otherworldly , the soups are like Mom 's , and the knishes give Yonah Schimmel 's a run for its money .","[{'term':'soups', 'polarity':'positive'}]"
"I did n't expect to like Nosh as much as I did , but the pastrami on challah sandwich I had was otherworldly , the soups are like Mom 's , and the knishes give Yonah Schimmel 's a run for its money .","[{'term':'knishes', 'polarity':'positive'}]"
"The atmosphere is nothing special , but it feels like a Sushi establishment in Tokyo .","[{'term':'atmosphere', 'polarity':'none'}]"
Cozy romantic atomosphere with only around 15 tables at most .,"[{'term':'atomosphere', 'polarity':'positive'}]"
Cozy romantic atomosphere with only around 15 tables at most .,"[{'term':'tables', 'polarity':'positive'}]"
This place is worth going even if only for their beer .,"[{'term':'beer', 'polarity':'positive'}]"
I really like both the scallops and the mahi mahi -LRB- on saffron risotto-yum ! -RRB- .,"[{'term':'scallops', 'polarity':'positive'}]"
I really like both the scallops and the mahi mahi -LRB- on saffron risotto - yum ! -RRB- .,"[{'term':'mahi mahi -LRB- on saffron risotto', 'polarity':'positive'}]"
"The ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .","[{'term':'ambience', 'polarity':'positive'}]"
"The ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .","[{'term':'prices', 'polarity':'positive'}]"
"The ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .","[{'term':'food', 'polarity':'positive'}]"
"Do not get the Go Go Hamburgers , no matter what the reviews say .","[{'term':'Go Go Hamburgers', 'polarity':'negative'}]"
The sandwhiches are out-of-this world !,"[{'term':'sandwhiches', 'polarity':'positive'}]"
"If you live in Upper Manhattan , Siam Square is THE place for Thia food .","[{'term':'Thia food', 'polarity':'positive'}]"
Decor is charming .,"[{'term':'Decor', 'polarity':'positive'}]"
The food was very well prepared .,"[{'term':'food', 'polarity':'positive'}]"
Really tasty spring rolls and noodles for a good price though .,"[{'term':'spring rolls', 'polarity':'positive'}]"
Really tasty spring rolls and noodles for a good price though .,"[{'term':'noodles', 'polarity':'positive'}]"
Really tasty spring rolls and noodles for a good price though .,"[{'term':'price', 'polarity':'positive'}]"
"Good , because hey , it 's more food , but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap .","[{'term':'dim sum', 'polarity':'negative'}]"
"Good , because hey , it 's more food , but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap .","[{'term':'food', 'polarity':'positive'}]"
"Good , because hey , it 's more food , but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap .","[{'term':'portions', 'polarity':'negative'}]"
"Good , because hey , it 's more food , but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap .","[{'term':'dishes', 'polarity':'none'}]"
"Good , because hey , it 's more food , but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap .","[{'term':'dish', 'polarity':'none'}]"
"While most people can attest to spending over $ 50 on drinks in New York bars and hardly feeling a thing , the drinks here are plentiful and unique .","[{'term':'drinks', 'polarity':'negative'}]"
"While most people can attest to spending over $ 50 on drinks in New York bars and hardly feeling a thing , the drinks here are plentiful and unique .","[{'term':'bars', 'polarity':'negative'}]"
"While most people can attest to spending over $ 50 on drinks in New York bars and hardly feeling a thing , the drinks here are plentiful and unique .","[{'term':'drinks', 'polarity':'positive'}]"
"Complimentary stuff kept coming , and when the waiter saw me opening a gift , I received my dessert on a plate that had Happy Birthday written on it , with a candlevery nice touch , and attentive staff .","[{'term':'stuff', 'polarity':'positive'}]"
"Complimentary stuff kept coming , and when the waiter saw me opening a gift , I received my dessert on a plate that had Happy Birthday written on it , with a candlevery nice touch , and attentive staff .","[{'term':'waiter', 'polarity':'positive'}]"
"Complimentary stuff kept coming , and when the waiter saw me opening a gift , I received my dessert on a plate that had Happy Birthday written on it , with a candlevery nice touch , and attentive staff .","[{'term':'dessert', 'polarity':'positive'}]"
"Complimentary stuff kept coming , and when the waiter saw me opening a gift , I received my dessert on a plate that had Happy Birthday written on it , with a candlevery nice touch , and attentive staff .","[{'term':'staff', 'polarity':'positive'}]"
"The food arrived 20 minutes after I called , cold and soggy .","[{'term':'food', 'polarity':'negative'}]"
"If you go for the pre-theatre menu , it 's an even greater deal .","[{'term':'pre-theatre menu', 'polarity':'positive'}]"
"If you are someone who appreciates simplicity , elegance , and wonderfully presented and tasting seafood and vegetables regardless of portion size , Kai is your place .","[{'term':'seafood', 'polarity':'positive'}]"
"If you are someone who appreciates simplicity , elegance , and wonderfully presented and tasting seafood and vegetables regardless of portion size , Kai is your place .","[{'term':'vegetables', 'polarity':'positive'}]"
"If you are someone who appreciates simplicity , elegance , and wonderfully presented and tasting seafood and vegetables regardless of portion size , Kai is your place .","[{'term':'portion size', 'polarity':'negative'}]"
"The prices can not be beat for the quality , quantity , freshness and taste .","[{'term':'prices', 'polarity':'positive'}]"
"The prices can not be beat for the quality , quantity , freshness and taste .","[{'term':'quality', 'polarity':'positive'}]"
"The prices can not be beat for the quality , quantity , freshness and taste .","[{'term':'quantity', 'polarity':'positive'}]"
